Wallet_id,Balanced,Owner_ID,Credit_Card_ID,Debit_Card_ID,Bank_Number
W000000061,267366.4,U000001691,3908-0760-0573-6100,0899-1199-1198-2732,214-815005-0
W000000062,203991.18,U000000132,0930-4567-2366-7895,5915-1671-0574-9521,632-657492-1
W000000063,263404.46,U000001269,0780-8050-8853-1003,2089-0870-4624-5241,743-665251-9
W000000064,295632.82,U000001885,2479-9796-2500-0999,8513-6201-5105-4600,752-653218-3
W000000065,72886.35,U000001043,9113-3458-5166-0481,4796-3201-0992-8818,552-322250-0
W000000066,457153.18,U000000991,7638-9744-7798-3755,0562-3832-7193-7281,237-341647-9
W000000067,401411.11,U000000495,3869-4008-8467-3842,9778-7982-3570-7689,182-833450-0
W000000068,118131.41,U000001305,1994-9884-9395-4200,0294-0327-9175-5885,907-298197-2
W000000069,162744.33,U000001890,9272-3826-3283-3576,6975-1694-7820-3504,977-696339-4
W000000070,112990.78,U000001306,4855-7177-0390-5171,3298-2311-4219-0285,125-049214-7
W000000071,126270.98,U000001248,9077-6472-3296-8864,6786-2637-4745-5275,993-513018-1
W000000072,76255.31,U000001476,2053-4349-6891-7183,3571-5298-5934-8791,615-083996-7
W000000073,98927.37,U000001279,7179-4043-1380-9496,3873-8852-3562-4435,493-910380-0
W000000074,331624.71,U000000316,4012-0805-7150-6118,7792-3335-3816-1765,418-563764-0
W000000075,243237.65,U000000010,2025-9631-6674-1224,3506-6507-1189-5550,419-077021-4
W000000076,266070.97,U000001178,2020-4994-8770-3538,1784-9640-2177-2607,033-990959-6
W000000077,77450.94,U000000944,9938-6491-2509-6586,1368-3015-7407-4452,158-607467-7
W000000078,345059.34,U000001853,6730-9452-3669-1959,4048-5352-2592-6826,230-473373-2
W000000079,216177.5,U000001185,0532-8804-8772-5127,1262-3879-1361-2906,272-776548-6
W000000080,204712.97,U000001498,2375-6261-0151-5531,9708-5559-6353-5855,074-922728-1
W000000081,133797.16,U000000287,8217-7270-4208-4221,0363-4952-7270-1676,787-542562-6
W000000082,43878.78,U000001545,7987-5009-4473-2812,9019-1524-0674-9695,435-980295-6
W000000083,201703.02,U000001865,2919-2183-3506-3701,6669-8473-6030-1787,947-820591-0
W000000084,410487.17,U000000433,0143-9416-9639-4609,7366-3799-6858-0759,694-846534-4
W000000085,334340.67,U000000051,9487-6426-6505-9411,3928-3781-6270-6508,764-135566-2
W000000086,252048.04,U000000263,4152-6922-0197-8764,1872-2744-5345-3494,270-967723-8
W000000087,114727.79,U000000311,5131-1546-8173-0760,2604-7323-0923-6795,366-111858-1
W000000088,392091.36,U000001882,6736-4211-0562-9425,6835-5507-3298-9890,710-313368-9
W000000089,53166.15,U000000068,7977-8314-1842-1569,7701-6883-3680-6996,421-184318-0
W000000090,470145.97,U000000362,3115-2459-4950-2624,7381-5282-4235-2750,999-315163-7
W000000091,61978.3,U000001817,1156-5790-8146-1111,7312-2550-2653-9598,671-012282-1
W000000092,182639.32,U000000515,8593-1203-5506-0454,4344-9229-1121-5037,825-150463-5
W000000093,295660.37,U000000082,8611-0429-2047-9195,9368-5145-0973-3682,357-629445-7
W000000094,129136.6,U000001687,8744-4593-9969-3100,3369-8889-6129-2566,802-920888-6
W000000095,188009.51,U000000995,7913-4148-0709-8649,3333-4388-2483-8606,127-870682-8
W000000096,151512.87,U000001401,1439-4114-7661-0234,9237-5105-2401-4757,858-546018-5
W000000097,130968.46,U000001467,6733-7606-6762-1549,6572-5505-1953-7831,105-844737-6
W000000098,89716.02,U000000247,6621-1284-4492-8960,2179-7000-6014-9489,674-487541-9
W000000099,375942.72,U000001931,7524-8990-4256-1687,9237-5105-2401-4757,818-148490-8
W000000100,6799.9,U000001805,8055-8167-8684-7035,1479-7401-7985-3500,229-478681-4
W000000101,132877.23,U000000157,3482-7898-1986-8815,5191-9826-6646-9761,201-715434-1
W000000102,411511.37,U000001329,8754-4802-5014-1621,9917-9573-5113-1259,789-683693-0
W000000103,379343.36,U000001505,3971-1664-2577-6024,4470-3659-8602-8642,912-035129-1
W000000104,340198.86,U000001919,5828-9693-2088-3865,2420-4177-4086-6153,655-646043-7
W000000105,395975.08,U000000857,3619-6196-3390-1820,6804-3086-0759-4581,433-225949-9
W000000106,320394.23,U000001300,3837-7869-1347-9609,0662-7966-5311-3893,692-567822-5
W000000107,266619.94,U000000296,3818-0431-6262-5294,7692-0005-2627-9211,567-969475-5
W000000108,338058.63,U000001614,0147-7953-1767-3347,1116-1308-6580-2673,611-905545-4
W000000109,476747.93,U000000117,8302-8162-1014-1879,9421-7793-1170-6739,683-953573-2
W000000110,56657.0,U000000379,3286-9619-2234-3590,1975-2168-6566-4976,093-988756-3
W000000111,142494.61,U000000802,3246-8312-3171-8894,6623-7531-0571-8195,756-787360-4
W000000112,356447.62,U000000017,3806-1743-0495-7249,0081-9050-1396-6140,652-574166-8
W000000113,138676.95,U000001856,6858-7315-2928-4853,2012-1460-5180-2916,325-042866-9
W000000114,303742.14,U000000844,1303-1758-2096-4336,5676-9680-2220-7703,433-450471-5
W000000115,258588.65,U000000285,5316-3596-2965-3510,9863-1351-7324-0830,105-205810-7
W000000116,37458.92,U000000699,4665-7700-6855-4473,4872-0817-9020-8515,463-938008-2
W000000117,385622.98,U000001872,0334-6919-6529-0244,4833-0294-2697-8737,682-247603-6
W000000118,307213.04,U000000674,1017-3676-0266-3816,3431-4925-6739-9103,234-623420-3
W000000119,368734.08,U000001349,4886-7724-1487-1132,7074-7180-7651-2593,032-957705-1
W000000120,308399.9,U000000168,0117-1596-1163-7988,6258-9261-9161-4541,254-637581-5
W000000121,35588.99,U000001285,2624-8005-3780-2762,4797-9804-0602-0050,417-392905-3
W000000122,227850.86,U000001060,8713-3873-8848-3284,0568-1626-0166-9051,684-448020-9
W000000123,254831.09,U000001568,1383-2039-4456-9386,7805-7345-1989-3773,346-892712-0
W000000124,245716.71,U000001576,1078-8351-7293-6613,7361-7141-5442-0769,891-227482-7
W000000125,206130.06,U000001038,7326-7350-6034-9769,2626-0626-9112-0385,275-780346-4
W000000126,447111.82,U000000454,8316-9605-5510-9747,5784-0550-9360-2056,220-977262-1
W000000127,230256.05,U000000784,5181-7935-4818-2944,5408-5425-2194-6657,293-875897-3
W000000128,35726.48,U000001628,6136-4835-0808-8612,5516-7419-1422-9447,818-148490-8
W000000129,479704.21,U000001830,5360-9563-7208-3926,4557-5483-9645-8175,880-188173-0
W000000130,141086.63,U000000659,2497-6941-5901-6439,6107-7605-1159-5373,578-734164-7
W000000131,330182.51,U000001590,0709-3849-0123-7195,6288-5048-9936-5564,241-403108-3
W000000132,396029.75,U000001402,6483-4331-3715-3480,0773-6159-1307-9141,593-898111-7
W000000133,418473.6,U000000967,9121-4680-5929-0808,2616-8181-4357-9032,366-948144-2
W000000134,190391.06,U000000840,2900-7005-9362-6791,0087-6246-8654-1256,519-419919-8
W000000135,391660.07,U000000532,1439-4114-7661-0234,4622-9728-7374-7727,374-510953-1
W000000136,459071.97,U000001778,6877-5272-6356-9064,0977-3433-1272-7533,086-718750-4
W000000137,193949.35,U000000713,3278-9636-6509-5240,4605-2960-3448-8691,450-326103-4
W000000138,394896.89,U000001632,1024-0481-5508-4198,2348-9438-4557-3586,228-416291-1
W000000139,29237.75,U000001451,6244-7080-7778-1195,5101-9730-5483-3247,734-140023-0
W000000140,266503.72,U000001538,4621-9334-5741-6529,2010-9657-3002-1258,876-285926-3
W000000141,174474.57,U000000677,4004-3872-9322-4689,2209-3746-7052-4960,283-519517-7
W000000142,151985.83,U000000836,2699-9290-1775-0478,0267-3839-6883-0123,654-925752-1
W000000143,423787.36,U000000732,5264-9806-8906-9810,0959-8651-0274-4295,901-895122-4
W000000144,417139.55,U000000521,4267-6789-8403-2826,4815-2016-1622-3162,624-952218-3
W000000145,415933.96,U000000891,7761-0670-0670-5216,8609-7072-9627-5914,005-653740-5
W000000146,422213.43,U000000361,9540-9126-4973-2119,3715-3870-2800-0903,857-531443-9
W000000147,143240.86,U000001905,6093-7464-1049-3631,0553-2260-7234-5595,765-862292-8
W000000148,463769.23,U000000534,7282-9865-5737-9523,0165-0684-2178-8672,909-821603-1
W000000149,473929.84,U000000623,3665-0869-8186-5109,6068-9566-9283-9304,510-535077-1
W000000150,378132.72,U000001069,9619-5444-4992-4316,8314-2365-4254-4756,451-063174-9
W000000151,309536.23,U000001129,0759-5382-6660-7083,9013-2301-0214-6876,948-933924-1
W000000152,69239.02,U000000485,2216-3897-9453-1828,0597-9497-0847-7542,194-114105-6
W000000153,156611.58,U000000553,0887-7080-4546-7245,1814-6639-8105-9223,783-445947-6
W000000154,314271.21,U000001884,7484-9946-0187-6262,7891-0298-3393-9097,965-057131-9
W000000155,290713.69,U000001287,6136-4835-0808-8612,0758-8667-1112-4148,842-416754-2
W000000156,107831.57,U000001868,5012-5978-7257-6305,8030-9563-9920-4402,032-494836-0
W000000157,45020.95,U000000102,1787-4745-6893-9815,4761-3601-0783-0021,261-088038-8
W000000158,199616.43,U000000869,6656-7249-0943-5815,3086-3441-2038-0713,608-982920-2
W000000159,168911.59,U000001925,4778-0863-6403-3329,4545-4081-1170-5983,125-049214-7
W000000160,324399.15,U000001022,0930-4567-2366-7895,1355-0158-3046-7580,168-055790-0
W000000161,450187.87,U000000704,7230-6486-1679-9158,0939-5621-4685-5607,566-329676-3
W000000162,10726.73,U000000404,1203-5182-7979-4805,9529-1783-5642-1487,783-651354-0
W000000163,45741.34,U000001447,0095-4458-9806-7138,6393-6002-6570-1164,106-700194-7
W000000164,393585.97,U000000124,2386-5146-2424-0358,9058-0487-6787-7433,974-255043-3
W000000165,483816.74,U000000706,5685-9474-6813-8483,2658-4700-9915-8525,765-319215-7
W000000166,142671.64,U000001763,6269-6308-2756-5467,0421-5215-1958-8176,609-002324-9
W000000167,438800.89,U000001019,0759-5382-6660-7083,7698-7905-7451-7854,239-349425-4
W000000168,418965.1,U000000327,4955-8647-2696-3488,1782-3864-6863-1184,812-758287-2
W000000169,19884.84,U000000968,6932-0849-9548-1169,5721-8269-3593-0734,468-127901-2
W000000170,314205.28,U000000826,9469-2633-7343-0088,3932-8932-1087-7986,124-803585-5
W000000171,466875.63,U000000479,4861-1470-2853-8288,0550-9843-5154-6109,163-970523-7
W000000172,27359.03,U000001387,7756-9607-5056-5599,6308-4383-2559-5657,421-184318-0
W000000173,105262.21,U000001685,6044-0343-4724-4490,9547-3145-0970-9658,882-021165-3
W000000174,232848.97,U000001721,9836-6119-2910-4522,7502-9878-5597-7261,514-307692-8
W000000175,209853.91,U000001681,9022-0818-3695-7855,4328-4267-2678-3347,406-033053-3
W000000176,491610.78,U000000691,2626-2812-4615-0001,4650-8596-2752-6073,298-365437-5
W000000177,10479.85,U000000330,2296-3012-6032-3384,7507-8702-6182-7322,977-696339-4
W000000178,202947.94,U000001877,4720-5391-7980-4382,8569-8345-2708-6909,483-722653-3
W000000179,135838.23,U000001040,2119-9526-4278-9914,8562-4231-9651-0114,784-851783-4
W000000180,29227.95,U000000007,3567-8555-1271-4510,5646-7162-0428-0743,956-743560-2
W000000181,211709.25,U000001108,6995-4338-1814-1890,8713-2621-9449-8913,882-021165-3
W000000182,199914.33,U000000041,4257-4788-4323-1283,0051-0765-2912-7711,290-461611-1
W000000183,473646.18,U000000357,3710-7356-0281-0830,4910-6853-5054-1381,496-549292-9
W000000184,386872.46,U000000811,6881-2496-3678-0536,6966-9634-7325-6979,578-330474-2
W000000185,487263.87,U000001196,1178-4080-6459-3994,4923-8798-1061-7148,502-168242-4
W000000186,418251.47,U000000283,7522-9162-8512-7628,5187-3374-2611-0780,154-936193-3
W000000187,272334.87,U000000809,5984-7589-8111-4621,5447-5160-3998-4520,178-300260-1
W000000188,29270.87,U000000334,7151-2836-5751-8900,5725-4419-0876-3257,998-305925-8
W000000189,79322.56,U000001849,1825-8993-2309-8247,4310-2052-7251-0374,560-701300-2
W000000190,153218.15,U000000728,6144-3642-0605-8158,0089-6967-6701-8206,415-891082-3
W000000191,98423.2,U000001995,5574-0983-0588-6347,0363-4952-7270-1676,253-879997-6
W000000192,83916.05,U000001221,3388-5483-3594-5805,5206-7341-4549-9204,349-904993-6
W000000193,124308.45,U000000756,5358-5984-5214-9051,2358-0369-5975-7123,486-963517-5
W000000194,479995.05,U000000447,8839-1865-7752-7022,9862-4010-4711-5593,446-081128-8
W000000195,158543.68,U000000258,1262-0897-3477-6488,2527-5032-9427-9889,694-099934-4
W000000196,352438.27,U000000491,0706-9238-8660-2394,8852-1940-8497-5277,050-359424-3
W000000197,468032.28,U000000544,0857-0001-3972-3424,0995-2853-0771-8336,389-786956-3
W000000198,247142.47,U000001461,6178-6837-3793-0580,0165-0684-2178-8672,370-663153-7
W000000199,490116.12,U000000850,0379-4914-4180-8442,7271-4436-2978-2644,714-115179-7
W000000200,192697.06,U000000686,1606-7738-8824-4890,6695-5573-4261-3181,983-200808-0
W000000201,110313.17,U000000275,8747-3542-9165-2586,0657-1744-2600-6900,671-344431-7
W000000202,267870.2,U000001465,4066-9047-7244-5657,1565-0858-8917-2793,903-980965-4
W000000203,353253.11,U000000598,6888-2825-7687-2414,8513-6201-5105-4600,905-387907-3
W000000204,267175.63,U000000607,6136-3053-4150-1522,4390-2329-9688-5528,177-672369-9
W000000205,431520.0,U000000931,3567-8555-1271-4510,9467-0895-3888-3327,104-124627-7
W000000206,118045.29,U000000443,2981-7989-9491-8016,9159-1750-8453-1652,704-545295-2
W000000207,415317.95,U000001456,0426-1961-3876-2463,2375-8442-3752-5293,144-760486-8
W000000208,145999.98,U000000011,1513-7061-3605-7879,9502-5839-5898-5394,185-675444-2
W000000209,318920.18,U000001806,0722-2636-2231-3352,7697-0071-2265-8532,711-577331-9
W000000210,321966.77,U000000269,7877-9893-0280-0414,7062-8173-7873-3745,765-233074-8
W000000211,318826.72,U000000076,6909-8120-7699-7953,6975-1694-7820-3504,070-197201-6
W000000212,43567.89,U000001188,9670-6672-3900-1530,4048-5352-2592-6826,370-663153-7
W000000213,3933.69,U000001893,7087-0371-1989-7853,1394-7689-7909-0642,214-599558-6
W000000214,271872.36,U000000496,3461-0126-3051-4418,5646-7162-0428-0743,692-741207-4
W000000215,386984.35,U000000497,6961-5422-0948-5286,5748-6443-7226-7241,848-726862-8
W000000216,70857.58,U000001033,8032-7892-5267-0212,2271-2096-7453-6732,783-445947-6
W000000217,21260.86,U000001526,1254-8823-9871-6808,4401-4068-1683-9137,999-315163-7
W000000218,110595.46,U000001913,9121-4680-5929-0808,9930-3888-4704-3262,042-785944-6
W000000219,201875.82,U000001283,6797-4562-0741-1751,0278-0763-1382-4370,663-008548-4
W000000220,394549.25,U000001101,2361-0453-0283-5916,3258-5562-4671-1494,654-263302-2
W000000221,222350.59,U000000446,2185-7366-4262-6510,9650-1455-8667-5594,189-929291-8
W000000222,441700.58,U000000493,1237-0239-2470-4121,6258-9261-9161-4541,111-485387-4
W000000223,309951.41,U000001771,7418-5755-0498-4289,3671-4447-9971-2355,041-371906-7
W000000224,162350.72,U000000719,9606-8988-0492-5798,0359-9500-3906-4320,133-519042-4
W000000225,377466.28,U000000697,1587-2685-4928-3783,0360-9795-4977-7920,724-716226-5
W000000226,394730.35,U000001322,8538-3959-7010-6009,2396-3502-5328-9528,169-455109-5
W000000227,263468.06,U000001209,8115-5382-6751-7929,4806-5709-3758-8440,486-116797-0
W000000228,409214.54,U000000096,2353-8917-7961-9079,6572-5505-1953-7831,360-329464-8
W000000229,373613.23,U000000977,2678-6161-1159-5139,9929-0896-2730-6062,402-232174-3
W000000230,92036.24,U000000340,2428-0784-8872-5410,1782-3864-6863-1184,215-125386-2
W000000231,13940.16,U000000465,7987-3758-8377-9114,5400-0815-8163-6745,495-376620-2
W000000232,435591.46,U000000358,8157-5016-7549-4688,4605-2960-3448-8691,083-065282-9
W000000233,68728.4,U000001586,4875-0761-6999-2769,3291-5710-0239-8813,243-153775-0
W000000234,306566.93,U000001643,1316-3650-3409-4427,9210-0688-6160-1112,715-990777-3
W000000235,340892.08,U000001143,1673-2387-9749-6104,3618-2019-3861-6377,712-740138-8
W000000236,391592.51,U000001340,3249-6533-0579-2147,4067-4728-3000-7462,834-243498-2
W000000237,2739.99,U000000669,1961-8476-9425-3021,0272-4298-2366-9911,783-651354-0
W000000238,481802.62,U000000631,2123-3530-2718-5494,4990-4547-7166-1669,946-689399-9
W000000239,165373.57,U000001163,8157-5016-7549-4688,7312-2550-2653-9598,674-779531-3
W000000240,229382.79,U000000627,2527-2146-2060-7032,3344-5890-9322-0255,910-375156-6
W000000241,389757.43,U000000909,8731-7960-5838-0605,4949-3700-5655-7245,125-909723-8
W000000242,128456.67,U000000402,2228-4815-5087-3431,1310-9163-5476-2555,032-494836-0
W000000243,148450.02,U000000838,9707-8770-3678-9489,8050-4303-3971-8805,971-801697-4
W000000244,54348.99,U000001000,2185-7366-4262-6510,3408-2107-3578-2307,445-885637-8
W000000245,186943.6,U000001276,9230-3531-0693-8043,8518-0224-4140-7956,080-317711-1
W000000246,384363.51,U000001208,3738-4154-0377-6471,5544-5341-3439-5290,506-114179-1
W000000247,278713.24,U000001532,4815-2145-5938-7016,2569-5305-6601-1189,648-641259-9
W000000248,297999.78,U000000591,7484-9946-0187-6262,6576-1418-4076-3991,316-146107-0
W000000249,114230.17,U000001512,1432-2324-4643-4901,0706-0260-3146-4172,783-445947-6
W000000250,487986.53,U000001860,5117-9189-9941-3384,9943-4709-1234-6219,512-765118-1
W000000251,161514.72,U000001064,1665-7226-6514-4493,4594-7646-9188-4740,814-081222-2
W000000252,20284.78,U000000617,7797-4650-8141-4056,0338-3256-6064-9472,605-528164-4
W000000253,425655.43,U000000215,9085-9353-2158-0852,7810-0870-6983-8909,678-610640-0
W000000254,390224.83,U000001309,1386-6364-4548-7479,2919-2651-4795-3951,648-273684-7
W000000255,455083.27,U000001848,3135-2348-7689-9393,2505-9166-0230-0676,165-195361-1
W000000256,178842.04,U000001058,6514-6506-2893-5978,3589-0536-1621-1226,421-184318-0
W000000257,194711.96,U000000727,2789-4780-6983-5220,0160-4032-5107-2435,222-937661-4
W000000258,354697.87,U000001236,6438-4255-3321-1812,5708-8529-4850-4067,413-798188-0
W000000259,42605.85,U000001889,2808-4713-7744-3266,0570-4644-8773-8596,406-033053-3
W000000260,72777.29,U000000563,7397-5513-8138-3756,2821-5334-2097-8035,765-233074-8
W000000261,66091.72,U000001918,9392-4474-8783-5379,4227-6918-5382-9187,535-515614-7
W000000262,219780.18,U000001696,0208-4954-3796-9087,2704-9052-6084-3959,768-349619-0
W000000263,268164.48,U000000507,9619-5444-4992-4316,2835-1926-6629-2136,651-963536-2
W000000264,491332.84,U000001230,6517-6667-1859-1319,4084-6431-3910-5019,706-712511-8
W000000265,423722.61,U000000539,2549-2919-8207-4445,0693-3678-6514-1835,918-890483-3
W000000266,33837.42,U000001543,2720-2605-9766-0593,8995-4350-9121-6705,802-993604-2
W000000267,168718.0,U000001873,6657-5600-6101-0420,2537-7808-7775-7920,656-275090-7
W000000268,45452.84,U000001503,7087-0371-1989-7853,9472-4732-5944-3930,132-302937-7
W000000269,467758.31,U000001642,1976-8400-8995-4003,5934-9543-9049-3701,563-870412-3
W000000270,395531.85,U000001536,4683-5657-5953-4463,7870-0207-1314-1554,512-092785-9
W000000271,2025.54,U000001380,4947-7954-6212-9411,2051-6113-5417-6350,479-218089-7
W000000272,69015.66,U000001477,1977-4725-0143-6964,4037-6878-5153-9015,587-702134-8
W000000273,243511.18,U000001419,8693-4350-0938-2049,8579-7333-1297-9546,457-288690-0
W000000274,478789.52,U000000519,6131-5636-0541-5339,9969-3868-3376-3245,165-195361-1
W000000275,256664.5,U000000408,8335-6390-3499-9976,5010-8164-7494-4351,889-446751-1
W000000276,74526.46,U000001513,1606-7738-8824-4890,1862-8113-4773-7981,267-359894-8
W000000277,80687.49,U000000126,3134-4438-3690-7400,7419-2532-9052-0497,232-577901-3
W000000278,221334.54,U000000948,4357-3997-5815-3739,4390-2329-9688-5528,429-706380-7
W000000279,248530.55,U000001546,3154-5569-5726-7428,6091-9525-2711-0040,114-682683-1
W000000280,79774.36,U000001063,1095-2886-5106-4111,1046-1449-5632-2347,705-052685-8
W000000281,394055.32,U000001104,6176-8000-9734-0739,5941-0305-0199-1724,509-675240-9
W000000282,154126.91,U000000748,4426-9014-5213-1221,9718-7080-3090-7917,193-771215-2
W000000283,453416.1,U000000464,8717-5131-6993-0231,2348-9438-4557-3586,954-572163-8
W000000284,391670.84,U000000410,0252-7433-2654-8354,1836-7104-9024-0703,526-508465-0
W000000285,107293.63,U000001630,4045-9148-3470-3181,9793-0621-7135-2189,026-380070-7
W000000286,87457.08,U000000046,7400-5381-8058-1417,7794-6458-8449-8177,476-990032-0
W000000287,117886.68,U000000472,9383-5360-8431-1274,9632-5707-9189-4080,907-298197-2
W000000288,346278.87,U000001346,3948-3576-5190-7063,0698-6507-1228-4690,570-962918-9
W000000289,235768.81,U000001588,3485-8007-1771-1672,1419-8839-1421-5452,413-346416-0
W000000290,210525.59,U000001351,1898-9265-2160-2628,5177-6945-0304-7852,429-706380-7
W000000291,362641.52,U000001782,5963-1851-0043-8843,5808-9338-3880-5436,578-326834-0
W000000292,475206.27,U000000353,1446-9551-4721-3165,7502-9878-5597-7261,939-836216-1
W000000293,430606.91,U000000341,8747-3542-9165-2586,7087-9430-7185-0859,683-865157-7
W000000294,51691.95,U000001067,8370-8732-9779-4071,0545-3246-4871-6671,240-868313-3
W000000295,342785.41,U000000063,0677-9978-0103-6264,7064-6548-9747-3737,451-350103-8
W000000296,10910.6,U000001392,1866-8284-7994-7249,5934-9543-9049-3701,810-257498-0
W000000297,329961.69,U000001047,7996-9876-7150-7487,8030-9563-9920-4402,788-770963-9
W000000298,260466.42,U000000925,5329-7459-5450-7777,3140-9449-6462-0925,000-900406-0
W000000299,251117.49,U000000169,5297-4212-7330-9871,3086-3441-2038-0713,038-591824-8
W000000300,429907.59,U000000246,5264-9806-8906-9810,4706-8908-3663-4053,817-349330-5
W000000301,81780.15,U000001171,4295-6302-1099-4827,7788-0120-5704-9571,489-549231-3
W000000302,494152.44,U000001225,2760-2930-0409-3105,7713-6804-1463-5933,618-624865-7
